,log_reg,RidgeClass,AdaBoostClassifier,BaggingClassifier,GradientBoostingClassifier,RandomForestClassifier,LGBMClassifier,XGBClassifier
27388,0,0,0,0,0,0,0,0
27389,0,0,0,0,0,0,0,0
27390,0,0,0,0,0,0,0,0
27391,1,1,1,1,1,1,1,1
27392,1,1,1,1,1,1,1,1
27393,0,0,0,0,0,0,0,0
27394,1,1,1,1,1,1,1,1
27395,1,1,1,1,1,1,1,1
27396,1,1,1,1,1,1,1,1
27397,0,0,0,0,0,0,0,0
27398,0,0,0,0,0,0,0,0
27399,0,0,0,0,0,0,0,0
27400,1,1,1,1,1,1,1,1
27401,1,1,1,1,1,1,1,1
27402,1,1,1,1,1,1,1,1
27403,1,0,1,1,1,1,0,1
27404,0,0,0,0,0,0,0,0
27405,0,0,0,0,0,0,0,0
27406,0,0,0,0,0,0,0,0
27407,0,0,0,0,0,0,0,0
27408,1,1,1,1,1,1,1,1
27409,1,1,1,1,1,1,1,1
27410,0,0,0,0,0,0,0,0
27411,0,0,0,0,0,0,0,0
27412,1,1,1,1,1,1,1,1
27413,0,0,0,0,0,0,0,0
27414,1,1,0,0,1,0,1,0
27415,0,0,0,0,0,0,0,0
27416,0,0,0,0,0,0,0,0
27417,0,0,0,0,0,0,0,0
27418,1,1,1,1,1,1,1,1
27419,0,0,0,0,0,0,0,0
27420,0,0,0,0,0,0,0,0
27421,0,0,0,0,0,0,0,0
27422,0,0,0,0,0,0,0,0
27423,0,0,0,0,1,1,1,1
27424,1,0,0,0,1,0,0,0
27425,0,0,0,0,0,0,0,0
27426,0,1,0,0,0,0,0,0
27427,0,0,0,0,0,0,0,0
27428,1,1,1,1,1,1,1,1
27429,0,0,0,0,0,0,0,0
27430,1,1,1,1,1,1,1,1
27431,0,0,0,0,0,0,0,0
27432,0,0,0,0,0,0,0,0
27433,0,0,0,0,0,0,0,0
27434,0,0,0,0,0,0,0,0
27435,0,0,0,0,0,0,0,0
27436,0,0,0,0,0,0,0,0
27437,0,0,0,0,0,0,0,0
27438,0,0,0,0,0,0,0,0
27439,1,1,1,1,1,1,1,1
27440,0,0,0,0,0,0,0,0
27441,0,0,0,0,0,0,0,0
27442,1,1,1,1,1,1,1,1
27443,0,0,0,0,0,0,0,0
27444,0,0,0,0,0,0,0,0
27445,0,0,0,0,0,0,0,0
27446,1,1,1,1,1,1,1,1
27447,0,1,1,0,1,1,1,1
27448,1,1,1,1,1,1,1,1
27449,1,1,1,1,1,1,1,1
27450,0,0,0,1,1,0,0,0
27451,0,0,0,0,0,0,0,0
27452,1,0,1,1,1,1,1,1
27453,1,1,1,1,1,1,1,1
27454,0,0,0,0,1,0,0,0
27455,0,0,0,0,0,0,0,0
27456,1,1,1,1,1,1,1,1
27457,0,0,0,0,0,0,0,0
27458,0,1,1,0,1,1,1,1
27459,0,0,0,0,0,0,0,0
27460,1,1,1,1,1,1,1,1
27461,0,0,0,0,0,0,0,0
27462,1,1,1,1,1,1,1,1
27463,1,1,1,1,1,1,1,1
27464,0,0,0,0,0,0,0,0
27465,0,0,0,0,0,0,0,0
27466,1,1,1,1,1,1,1,1
27467,0,1,0,0,0,0,0,0
27468,0,0,0,0,0,0,0,0
27469,0,0,0,0,0,0,0,0
27470,0,1,0,0,1,0,0,0
27471,1,1,1,1,1,1,1,1
27472,0,0,0,0,0,0,0,0
27473,1,1,1,1,1,1,1,1
27474,0,0,1,1,1,1,0,1
27475,0,0,0,0,0,0,0,0
27476,0,0,0,0,0,0,0,0
27477,0,0,0,0,0,0,0,0
27478,0,0,0,0,0,0,0,0
27479,0,0,0,0,0,0,0,0
27480,0,0,0,0,0,0,0,0
27481,0,0,0,0,0,0,0,0
27482,1,1,1,1,1,1,1,0
27483,0,0,0,0,0,0,0,0
27484,0,0,0,0,0,0,0,0
27485,1,1,1,1,1,1,1,1
27486,1,1,1,1,1,1,1,1
27487,0,0,0,0,0,0,0,0
27488,0,0,0,0,0,0,0,0
27489,1,1,1,1,1,1,1,1
27490,0,0,0,0,0,0,0,0
27491,0,0,0,0,0,0,0,0
27492,0,0,0,0,0,0,0,0
27493,0,0,0,0,0,0,0,0
27494,0,0,0,0,0,0,0,0
27495,1,1,1,1,1,1,1,1
27496,0,0,0,0,0,0,0,0
27497,0,0,0,0,0,0,0,0
27498,1,1,1,1,1,1,1,1
27499,0,0,0,0,0,0,0,0
27500,1,1,1,1,1,1,1,1
27501,0,0,0,0,0,0,0,0
27502,0,0,0,0,0,0,0,0
27503,1,1,1,1,1,1,1,1
27504,1,1,1,1,1,1,1,1
27505,0,0,0,0,0,0,0,0
27506,1,1,1,1,1,1,1,1
27507,0,0,0,0,0,0,0,0
27508,0,0,0,0,0,0,0,0
27509,1,1,1,1,1,1,1,1
27510,0,0,0,0,0,0,0,0
27511,0,0,0,0,0,0,0,0
27512,1,0,1,1,1,1,1,1
27513,1,1,1,1,1,0,1,1
27514,0,0,0,0,0,0,0,0
27515,1,1,1,1,1,1,1,1
27516,1,1,1,1,1,1,1,1
27517,1,1,1,1,1,1,1,1
27518,0,0,0,0,0,0,0,0
27519,0,0,0,0,0,0,0,0
27520,1,1,1,1,1,1,1,1
27521,0,0,0,0,0,0,0,0
27522,0,0,0,0,0,0,0,0
27523,1,1,1,0,1,1,1,1
27524,1,1,1,1,1,1,1,1
27525,0,0,0,0,0,0,0,0
27526,1,1,0,0,0,1,0,0
27527,0,0,0,0,0,0,0,0
27528,0,0,0,0,0,0,0,0
27529,0,0,0,0,0,0,0,0
27530,0,0,0,0,0,0,0,0
27531,0,0,0,0,0,0,0,0
27532,0,0,0,0,0,0,0,0
27533,0,0,0,0,0,0,0,0
27534,1,1,1,1,1,1,1,1
27535,0,0,0,0,0,0,0,0
27536,0,0,0,0,0,0,0,0
27537,0,0,0,0,0,0,0,0
27538,1,1,1,1,1,1,1,1
27539,1,0,0,0,1,0,0,0
27540,1,1,1,1,1,1,1,1
27541,1,1,1,1,1,1,1,1
27542,0,0,0,0,0,0,0,0
27543,0,0,0,0,0,0,0,0
27544,1,1,1,1,1,1,1,1
27545,1,1,1,1,1,1,1,1
27546,1,1,1,0,1,1,1,1
27547,1,1,1,1,1,1,1,1
27548,0,0,0,0,0,0,0,0
27549,1,1,0,0,1,0,1,0
27550,0,1,1,1,1,0,1,1
27551,1,1,1,1,1,1,1,1
27552,0,0,1,0,1,0,0,0
27553,0,0,0,0,0,0,0,0
27554,0,0,0,0,0,0,0,0
27555,1,1,1,1,1,1,1,1
27556,0,0,0,0,0,0,0,0
27557,0,0,0,0,0,0,0,0
27558,0,1,0,0,0,0,0,0
27559,1,1,1,1,1,1,1,1
27560,0,0,0,0,0,0,0,0
27561,0,0,0,0,0,0,0,0
27562,0,0,0,0,0,0,0,0
27563,0,0,0,0,0,0,0,0
27564,0,0,0,0,0,0,0,0
27565,0,0,0,0,0,0,0,0
27566,1,1,1,0,1,1,1,1
27567,0,0,0,1,1,1,1,1
27568,1,1,1,1,1,1,1,1
27569,1,1,1,1,1,1,1,1
27570,0,0,0,0,0,0,0,0
27571,0,0,0,0,0,0,0,0
27572,0,0,0,0,0,0,0,0
27573,1,1,1,0,1,1,1,1
27574,0,0,0,0,0,0,0,0
27575,0,0,0,0,0,0,0,0
27576,1,1,1,1,1,1,1,1
27577,1,1,1,1,1,1,1,1
27578,0,0,0,0,0,0,0,0
27579,1,1,1,1,1,1,1,1
27580,0,0,0,0,0,0,0,0
27581,1,1,1,1,1,1,1,0
27582,0,1,0,0,0,0,0,0
27583,1,1,1,1,1,1,1,1
27584,0,0,0,0,0,0,0,0
27585,0,0,0,0,0,0,0,0
27586,0,0,0,0,0,0,0,0
27587,1,1,1,1,1,1,1,1
27588,1,1,0,0,0,0,0,0
27589,0,0,0,0,0,0,0,0
27590,1,1,1,1,1,1,1,1
27591,1,1,1,1,1,1,1,1
27592,0,0,0,0,0,0,0,0
27593,1,1,1,1,1,1,1,1
27594,1,1,1,1,1,1,1,1
27595,1,1,1,1,1,1,1,1
27596,1,1,1,1,1,1,1,1
27597,1,1,1,1,1,1,1,1
27598,0,0,0,0,0,0,0,0
27599,1,1,1,1,1,1,1,1
27600,0,0,0,0,0,0,0,0
27601,1,1,1,1,1,1,1,1
27602,0,0,0,0,0,0,0,0
27603,1,1,1,1,1,1,1,1
27604,0,0,0,0,0,0,0,0
27605,1,1,1,1,1,1,1,1
27606,0,0,0,0,0,0,0,0
27607,0,0,0,0,0,0,0,0
27608,0,0,0,0,0,0,0,0
27609,0,0,0,0,0,0,0,0
27610,0,0,0,0,0,0,0,0
27611,0,0,0,0,0,0,0,0
27612,0,0,0,0,0,0,0,0
27613,1,1,1,1,1,1,1,1
27614,0,0,0,0,0,0,0,0
27615,1,1,1,1,1,1,1,1
27616,0,0,0,0,0,0,0,0
27617,0,0,0,0,0,0,0,0
27618,1,1,1,1,1,1,1,1
27619,1,1,1,1,1,1,1,1
27620,1,1,1,1,1,1,1,1
27621,0,0,0,0,0,0,0,0
27622,0,0,0,0,0,0,0,0
27623,0,0,0,0,0,0,0,0
27624,0,0,0,0,0,0,0,0
27625,0,0,0,0,0,0,0,0
27626,1,1,1,1,1,1,1,1
27627,1,1,1,1,1,1,1,1
27628,1,1,1,1,1,1,1,1
27629,0,0,0,0,0,0,0,0
27630,0,0,0,0,0,0,0,0
27631,1,1,0,0,1,0,0,0
27632,0,0,0,0,0,0,0,0
27633,0,0,0,0,0,0,0,0
27634,1,1,1,1,1,1,1,1
27635,1,1,1,1,1,1,1,1
27636,0,0,0,0,0,0,0,0
27637,0,0,0,0,0,0,0,0
27638,0,0,0,0,0,0,0,0
27639,0,0,0,0,0,0,0,0
27640,0,0,0,0,0,0,0,0
27641,0,0,0,0,0,0,0,0
27642,0,0,0,0,0,0,0,0
27643,0,0,0,0,0,0,0,0
27644,1,1,1,1,1,1,1,1
27645,1,1,0,0,1,0,0,0
27646,0,0,0,0,0,0,0,0
27647,0,0,0,0,0,0,0,0
27648,1,1,1,1,1,1,1,1
27649,1,1,1,1,1,1,1,1
27650,0,0,0,0,0,0,0,0
27651,0,0,0,0,0,0,0,0
27652,0,0,0,0,0,0,0,0
27653,0,0,0,0,0,0,0,0
27654,1,1,1,1,1,1,1,1
27655,0,0,0,0,0,0,0,0
27656,1,1,1,1,1,1,1,1
27657,1,1,1,1,1,1,1,1
27658,1,1,1,1,1,1,1,1
27659,1,0,1,1,1,1,1,1
27660,1,1,1,1,1,1,1,1
27661,0,0,0,0,0,0,0,0
27662,0,0,0,0,0,0,0,0
27663,1,1,1,1,1,1,1,1
27664,1,1,1,1,1,1,1,1
27665,1,1,1,1,1,1,1,1
27666,1,1,1,1,1,1,1,1
27667,1,1,1,1,1,1,1,1
27668,0,0,0,0,0,0,0,0
27669,0,0,0,0,0,0,0,0
27670,0,0,0,0,0,0,0,0
27671,0,0,0,0,0,0,0,0
27672,0,0,0,1,0,1,0,0
27673,0,0,1,0,1,1,1,1
27674,0,0,0,0,0,0,0,0
27675,1,1,1,0,1,1,1,1
27676,0,0,0,0,0,0,0,0
27677,1,1,1,1,1,1,1,1
27678,1,1,1,1,1,1,1,1
27679,0,0,0,0,0,0,0,0
27680,1,1,1,1,1,1,1,1
27681,0,0,0,0,0,0,0,0
27682,1,1,1,1,1,1,1,1
27683,1,1,1,1,1,1,1,1
27684,0,1,0,0,1,0,0,0
27685,0,0,0,0,0,0,0,0
27686,1,0,1,0,1,1,1,1
27687,0,0,0,0,0,0,0,0
27688,1,1,1,1,1,1,1,1
27689,0,0,0,0,0,0,0,0
27690,0,0,0,0,0,0,0,0
27691,0,0,0,0,0,0,0,0
27692,1,1,1,1,1,1,1,1
27693,0,0,0,0,0,0,0,0
27694,0,1,0,0,1,0,1,1
27695,0,0,0,0,0,0,0,0
27696,1,1,1,1,1,1,1,1
27697,0,0,0,0,0,0,0,0
27698,0,0,0,0,0,0,0,0
27699,0,0,0,0,0,0,0,0
27700,0,0,0,0,0,0,0,0
27701,1,1,1,1,1,1,1,1
27702,1,1,1,1,1,1,1,1
27703,0,0,0,0,0,0,0,0
27704,1,1,1,1,1,1,1,1
27705,1,1,1,1,1,1,1,1
27706,1,1,1,1,1,1,1,1
27707,0,0,0,0,0,0,0,0
27708,0,0,0,0,0,0,0,0
27709,0,0,0,0,0,0,0,0
27710,0,0,0,0,0,0,0,0
27711,1,1,1,0,1,1,1,1
27712,0,0,0,0,0,0,0,0
27713,0,0,1,0,1,0,0,1
27714,0,0,0,0,0,0,0,0
27715,0,0,0,0,0,0,0,0
27716,0,1,1,0,1,1,1,1
27717,0,0,0,0,0,0,0,0
27718,0,0,0,0,0,0,0,0
27719,1,1,0,0,0,0,1,0
27720,0,1,0,0,0,0,0,0
27721,0,0,0,0,0,0,0,0
27722,1,1,1,1,1,1,1,1
27723,0,0,0,0,0,0,0,0
27724,1,1,1,1,1,1,1,1
27725,1,1,1,1,1,1,1,1
27726,0,0,1,1,1,0,1,1
27727,0,0,0,0,0,0,0,0
27728,1,1,1,0,1,1,1,1
27729,0,0,0,0,0,0,0,0
27730,1,1,1,1,1,1,1,1
27731,0,0,0,0,0,0,0,0
27732,1,1,1,1,1,1,1,1
27733,1,1,1,1,1,1,1,1
27734,1,1,1,1,1,1,1,1
27735,0,0,0,0,0,0,0,0
27736,0,0,0,0,0,0,0,0
27737,0,0,0,0,0,0,0,0
27738,1,1,1,0,1,1,1,1
27739,0,0,0,0,0,0,0,0
27740,0,0,0,0,0,0,0,0
27741,1,1,1,1,1,1,1,1
27742,0,0,0,0,0,0,0,0
27743,0,0,0,0,0,0,0,0
27744,0,0,0,0,0,0,0,0
27745,1,1,1,1,1,1,1,1
27746,1,1,1,1,1,1,1,1
27747,0,0,0,0,0,0,0,0
27748,0,0,0,0,0,0,0,0
27749,0,0,0,0,0,0,0,0
27750,1,1,1,1,1,1,1,1
27751,0,0,0,0,1,0,0,1
27752,1,1,1,1,1,1,1,1
27753,1,1,1,1,1,1,1,1
27754,0,0,0,0,0,0,0,0
27755,0,0,0,0,0,0,0,0
27756,0,0,0,0,0,0,0,0
27757,1,1,1,1,1,1,1,1
27758,1,1,1,1,1,1,1,1
27759,0,0,0,0,0,0,0,0
27760,0,0,0,0,0,0,0,0
27761,0,0,0,0,0,0,0,0
27762,0,0,0,0,0,0,0,0
27763,1,1,1,1,1,1,1,1
27764,0,0,0,0,0,0,0,0
27765,0,0,0,0,0,0,0,0
27766,1,1,1,1,1,1,1,1
27767,1,1,1,1,1,1,1,1
27768,1,1,1,0,1,1,1,1
27769,0,0,0,0,0,0,0,0
27770,1,1,1,1,1,1,1,1
27771,0,0,0,0,0,0,0,0
27772,0,0,0,0,0,0,0,0
27773,0,0,0,0,0,0,0,0
27774,0,0,0,0,0,0,0,0
27775,1,1,1,1,1,1,1,1
27776,0,0,0,0,0,0,0,0
27777,1,1,1,1,1,1,1,1
27778,0,0,0,0,0,0,0,0
27779,0,0,0,0,0,0,0,0
27780,0,0,0,0,0,0,0,0
27781,0,0,0,0,0,1,0,0
27782,0,0,0,0,0,0,0,0
27783,1,1,1,1,1,1,1,1
27784,1,1,1,0,1,1,1,1
27785,0,0,0,0,0,0,0,0
27786,0,0,0,0,0,0,0,0
27787,0,0,0,0,0,0,0,0
27788,1,1,1,1,1,1,1,1
27789,0,0,0,0,0,0,0,0
27790,1,1,0,0,1,0,0,0
27791,0,0,0,0,0,0,0,0
27792,0,1,0,0,1,0,0,0
27793,1,0,0,1,1,0,1,1
27794,0,0,0,0,0,0,0,0
27795,1,1,1,1,1,1,1,1
27796,0,0,0,0,0,0,0,0
27797,1,1,1,1,1,1,1,1
27798,1,1,1,1,1,1,1,1
27799,0,0,0,0,0,0,0,0
27800,0,0,0,0,0,0,0,0
27801,0,0,0,0,0,0,0,0
27802,0,0,0,0,0,0,0,0
27803,1,1,1,1,1,1,1,1
27804,1,1,1,1,1,1,1,1
27805,0,0,0,0,0,0,0,0
27806,1,1,1,1,1,1,1,1
27807,1,1,1,1,1,1,1,1
27808,0,0,0,0,0,0,0,0
27809,1,1,1,1,1,1,1,1
27810,1,1,1,1,1,1,1,1
27811,1,1,1,1,1,1,1,1
27812,0,0,0,0,0,0,0,0
27813,0,0,0,0,0,0,0,0
27814,1,1,1,1,1,1,1,1
27815,1,1,1,1,1,1,1,1
27816,0,0,0,0,0,0,0,0
27817,0,0,0,0,0,0,0,0
27818,0,0,0,0,0,0,0,0
27819,1,1,1,0,1,1,1,1
27820,1,0,1,1,1,0,1,1
27821,1,1,1,1,1,1,1,1
27822,0,0,0,0,0,0,0,0
27823,1,1,1,1,1,1,1,1
27824,0,0,0,0,0,0,0,0
27825,0,0,0,0,0,0,0,0
27826,0,0,0,0,0,0,0,0
27827,0,0,0,0,0,0,0,0
27828,0,0,0,0,0,1,0,0
27829,1,1,1,1,1,1,1,1
27830,1,1,1,1,1,1,1,1
27831,0,0,0,0,0,0,0,0
27832,1,1,1,1,1,1,1,1
27833,1,1,1,1,1,1,1,1
27834,1,1,1,1,1,1,1,1
27835,1,1,1,1,1,1,1,1
27836,0,0,0,0,0,0,0,0
27837,1,1,1,1,1,1,1,1
27838,0,0,0,0,0,0,0,0
27839,0,0,0,0,0,0,0,0
27840,1,1,1,1,1,1,1,1
27841,0,0,0,0,0,0,0,0
27842,1,1,1,1,1,1,1,1
27843,1,1,1,1,1,1,1,1
27844,1,1,1,1,1,1,1,1
27845,0,1,0,0,0,0,0,0
27846,0,0,0,0,0,0,0,0
27847,0,0,0,0,0,0,0,0
27848,1,1,1,1,1,1,1,1
27849,0,0,0,0,0,0,0,0
27850,1,1,1,1,1,1,1,1
27851,1,1,1,1,1,1,1,1
27852,0,0,0,0,0,0,0,0
27853,0,0,0,0,0,0,0,0
27854,0,0,0,0,0,0,0,0
27855,1,1,1,1,1,1,1,1
27856,0,0,0,0,0,0,0,0
27857,0,0,0,0,0,0,0,0
27858,0,0,0,0,0,0,0,0
27859,0,0,0,0,0,0,0,0
27860,0,0,0,0,0,0,0,0
27861,0,0,0,0,0,0,0,0
27862,1,1,1,1,1,1,1,1
27863,0,0,0,0,0,0,0,0
27864,0,0,0,0,0,0,0,0
27865,1,1,1,1,1,1,1,1
27866,0,0,0,0,0,0,0,0
27867,0,0,0,0,0,0,0,0
27868,0,0,0,0,0,0,0,0
27869,0,0,0,0,0,0,0,0
27870,1,1,1,1,1,1,1,1
27871,0,0,0,0,0,0,0,0
27872,1,1,1,1,1,1,1,1
27873,1,1,1,1,1,1,1,1
27874,0,1,0,0,0,0,0,0
27875,1,1,1,1,1,1,1,1
27876,0,0,0,0,0,0,0,0
27877,1,0,1,1,1,1,1,1
27878,0,0,0,0,0,0,0,0
27879,1,1,1,1,1,1,1,1
27880,0,0,0,0,0,0,0,0
27881,0,0,0,0,0,0,0,0
27882,0,0,0,1,0,0,0,0
27883,0,0,0,0,0,0,0,0
27884,0,0,0,0,0,0,0,0
27885,0,0,0,0,0,0,0,0
27886,1,1,0,1,1,1,0,0
27887,0,0,0,0,0,0,0,0
27888,1,1,1,1,1,1,1,1
27889,0,0,0,0,0,0,0,0
27890,1,1,1,1,1,1,1,1
27891,0,0,0,0,0,0,0,0
27892,1,1,1,1,1,1,1,1
27893,1,1,1,1,1,1,1,1
27894,1,1,1,1,1,1,1,1
27895,0,0,0,0,0,0,0,0
27896,1,1,1,1,1,1,1,1
27897,1,1,1,1,1,1,1,1
27898,0,0,0,0,0,0,0,0
27899,0,0,0,0,0,0,0,0
27900,0,0,0,0,0,0,0,0
27901,0,0,0,0,0,0,0,0
27902,1,1,1,1,1,1,1,1
27903,1,1,1,0,1,1,1,1
27904,0,0,0,0,0,0,0,0
27905,0,0,0,0,0,0,0,0
27906,0,0,0,0,0,0,0,0
27907,1,1,1,1,1,1,1,1
27908,1,1,0,1,1,1,0,0
27909,1,1,0,0,1,0,1,1
27910,1,1,1,1,1,1,1,1
27911,0,0,0,0,0,0,0,0
27912,0,0,0,0,0,0,0,0
27913,0,0,0,0,0,0,0,0
27914,1,1,1,1,1,1,1,1
27915,1,1,1,1,1,1,1,1
27916,1,1,1,1,1,1,1,1
27917,0,0,0,0,0,0,0,0
27918,1,1,1,1,1,1,1,1
27919,0,0,0,0,0,0,0,0
27920,0,0,0,0,0,0,0,0
27921,0,0,0,0,0,0,0,0
27922,1,1,1,0,1,1,1,1
27923,1,1,1,1,1,1,1,1
27924,0,1,0,0,1,0,0,0
27925,1,1,1,1,1,1,1,1
27926,0,0,0,0,0,0,0,0
27927,0,0,1,0,1,0,1,1
27928,0,0,0,0,0,0,0,0
27929,1,1,1,1,1,1,1,1
27930,0,0,0,0,0,0,0,0
27931,0,0,0,0,0,0,0,0
27932,1,1,1,1,1,1,1,1
27933,0,0,0,0,0,0,0,0
27934,1,1,1,1,1,1,1,1
27935,1,1,1,1,1,1,1,1
27936,1,1,1,0,1,1,0,0
27937,0,0,0,0,0,0,0,0
27938,1,1,0,0,1,0,1,1
27939,1,1,1,1,1,1,1,1
27940,0,0,0,0,0,0,0,0
27941,1,1,1,1,1,1,1,1
27942,1,1,1,1,1,1,1,1
27943,0,0,0,0,0,0,0,0
27944,0,0,0,0,0,0,0,0
27945,1,0,1,0,1,1,1,1
27946,0,1,0,0,1,0,0,1
27947,0,0,0,0,0,0,0,0
27948,1,1,1,1,1,1,1,1
27949,0,0,0,0,0,0,0,0
27950,0,0,0,0,0,0,0,0
27951,1,1,1,1,1,1,1,1
27952,0,0,0,0,0,0,0,0
27953,0,0,0,0,0,0,0,0
27954,1,1,1,1,1,1,1,1
27955,1,1,1,1,1,1,1,1
27956,0,0,0,0,0,0,0,0
27957,0,0,0,0,0,0,0,0
27958,1,1,1,1,1,1,1,1
27959,1,1,1,1,1,1,1,1
27960,1,1,1,1,1,1,1,1
27961,1,1,1,1,1,1,1,1
27962,0,0,0,0,0,0,0,0
27963,1,1,1,1,1,1,1,1
27964,1,1,1,1,1,1,1,1
27965,0,0,0,0,0,0,0,0
27966,0,0,0,0,0,0,0,0
27967,1,1,1,1,1,1,1,1
27968,0,0,0,0,0,0,0,0
27969,1,0,0,1,0,1,0,0
27970,0,0,0,0,0,0,0,0
27971,0,0,0,0,0,0,0,0
27972,0,0,0,0,0,0,0,0
27973,1,1,1,1,1,1,1,1
27974,0,0,0,0,0,0,0,0
27975,1,1,1,1,1,1,1,1
27976,0,0,0,0,0,0,0,0
27977,0,0,0,0,0,0,0,0
27978,1,1,1,1,1,1,1,1
27979,0,0,0,1,0,1,0,0
27980,0,0,0,0,0,0,0,0
27981,1,1,1,1,1,1,1,1
27982,1,1,1,1,1,1,1,1
27983,0,0,0,0,0,0,0,0
27984,1,1,1,1,1,1,1,1
27985,0,0,0,0,0,0,0,0
27986,0,0,0,0,0,0,0,0
27987,0,0,0,0,0,0,0,0
27988,0,0,0,0,0,0,0,0
27989,0,0,0,0,0,0,0,0
27990,0,0,0,0,0,0,0,0
27991,0,0,0,0,0,0,0,0
27992,0,0,0,0,0,0,0,0
27993,1,1,1,1,1,1,1,1
27994,0,0,0,0,0,0,0,0
27995,0,0,0,0,0,0,0,0
27996,1,1,1,0,1,1,1,1
27997,1,1,1,1,1,1,1,1
27998,1,1,1,1,1,1,1,1
27999,0,0,0,0,0,0,0,0
28000,1,1,1,1,1,1,1,1
28001,0,0,0,0,0,0,0,0
28002,1,1,1,1,1,1,1,1
28003,1,1,1,1,1,1,1,1
28004,1,1,1,1,1,1,1,1
28005,0,0,0,0,0,0,0,0
28006,0,0,0,0,0,0,0,0
28007,1,1,1,1,1,1,1,1
28008,1,1,1,1,1,1,1,1
28009,0,0,0,0,0,0,0,0
28010,0,0,0,0,0,0,0,0
28011,1,1,1,1,1,1,1,0
28012,0,0,0,0,0,0,0,0
28013,0,0,0,0,0,0,0,0
28014,0,0,0,0,0,0,0,0
28015,0,0,0,1,0,1,0,0
28016,0,0,0,0,0,0,0,0
28017,0,0,0,0,0,0,0,0
28018,0,0,0,0,0,0,0,0
28019,1,1,1,1,1,1,1,1
28020,1,1,1,1,1,1,1,1
28021,0,0,0,0,0,0,0,0
28022,1,1,1,1,1,1,1,1
28023,0,0,0,0,0,0,0,0
28024,0,0,0,0,0,0,0,0
28025,0,0,1,0,1,0,1,1
28026,0,0,0,0,0,0,0,0
28027,1,1,1,1,1,1,1,1
28028,1,1,1,1,1,1,1,1
28029,1,0,0,0,1,0,0,0
28030,1,1,1,1,1,1,1,1
28031,1,1,1,1,1,1,1,1
28032,0,0,0,0,0,0,0,0
28033,0,0,0,0,0,0,0,0
28034,0,0,0,0,0,0,0,0
28035,1,1,1,1,1,1,1,1
28036,1,1,1,1,1,1,1,1
28037,0,0,0,0,0,0,0,0
28038,1,1,1,1,1,1,1,1
28039,0,0,0,0,0,0,0,0
28040,0,0,0,0,0,0,0,0
28041,1,0,1,1,1,0,1,1
28042,1,1,1,1,1,1,1,1
28043,1,1,1,1,1,1,1,1
28044,0,0,0,0,0,0,0,0
28045,0,0,0,0,0,0,0,0
28046,1,1,1,1,1,1,1,1
28047,1,1,1,1,1,1,1,1
28048,0,0,0,0,0,0,0,0
28049,1,1,1,1,1,1,1,1
28050,0,0,0,0,1,0,0,0
28051,1,1,1,1,1,1,1,1
28052,0,0,0,0,0,0,0,0
28053,0,0,0,1,1,1,0,0
28054,0,0,0,0,0,0,0,0
28055,0,0,0,0,0,0,0,0
28056,1,1,1,1,1,1,1,1
28057,0,0,0,0,0,0,0,0
28058,1,1,1,1,1,1,1,1
28059,0,0,0,0,0,0,0,0
28060,0,0,0,0,0,0,0,0
28061,1,1,1,1,1,1,1,1
28062,1,1,1,1,1,1,1,1
28063,1,1,1,0,1,1,1,1
28064,0,0,0,0,0,0,0,0
28065,0,0,0,0,0,0,0,0
28066,1,1,1,0,1,1,1,1
28067,0,0,0,0,0,0,0,0
28068,0,0,0,0,0,0,0,0
28069,1,1,1,1,1,1,1,1
28070,1,1,1,1,1,1,1,1
28071,1,1,1,1,1,1,1,1
28072,1,1,1,1,1,1,1,1
28073,1,1,1,1,1,1,1,1
28074,0,0,0,0,0,0,0,0
28075,0,0,0,1,0,1,0,0
28076,0,0,0,0,0,0,0,0
28077,0,0,0,0,0,0,0,0
28078,0,0,0,0,0,0,0,0
28079,0,0,0,0,0,0,0,0
28080,1,1,1,1,1,1,1,1
28081,1,1,1,1,1,1,1,1
28082,1,1,1,0,1,0,1,1
28083,0,0,0,0,0,0,0,0
28084,0,0,0,0,0,0,0,0
28085,0,0,0,0,0,0,0,0
28086,1,1,1,1,1,1,1,1
28087,0,1,0,0,1,0,1,0
28088,1,1,1,1,1,1,1,1
28089,1,1,1,1,1,1,1,1
28090,0,0,0,0,1,1,1,1
28091,1,1,1,1,1,1,1,1
28092,0,0,0,0,0,0,0,0
28093,0,0,0,0,0,0,0,0
28094,0,0,0,0,0,0,0,0
28095,0,0,0,0,0,0,0,0
28096,0,0,0,0,0,0,0,0
28097,1,1,1,1,1,1,1,1
28098,0,0,0,0,0,0,0,0
28099,0,0,0,0,0,0,0,0
28100,1,1,1,1,1,1,1,1
28101,1,1,1,1,1,1,1,1
28102,0,0,0,0,0,0,0,0
28103,1,1,1,1,1,1,1,1
28104,0,0,0,0,0,0,0,0
28105,1,1,1,1,1,1,1,1
28106,0,0,0,0,0,0,0,0
28107,0,0,0,0,0,0,0,0
28108,1,1,1,1,1,1,1,1
28109,0,0,0,0,0,0,0,0
28110,0,0,0,0,0,0,0,0
28111,1,1,1,1,1,1,1,1
28112,0,0,0,0,0,0,0,0
28113,0,0,0,0,0,0,0,0
28114,0,0,0,0,0,0,0,0
28115,1,1,1,1,1,1,1,1
28116,1,1,1,1,1,1,1,1
28117,1,1,1,1,1,1,1,1
28118,1,1,1,1,1,1,1,1
28119,1,1,1,1,1,1,1,1
28120,0,0,0,0,0,0,0,0
